,fname,lname,nname,height,weight,reach,stance,win,lose,draw
2071,AJ,Matthews,,"5' 11""",185 lbs.,--,,8,7,0
2072,Jake,Matthews,The Celtic Kid,"5' 11""",170 lbs.,"73.0""",Orthodox,17,5,0
2073,Claudio,Mattos,Popeye,--,185 lbs.,--,Orthodox,5,4,0
2074,John,Matua,,"6' 2""",400 lbs.,--,Orthodox,1,4,0
2075,Francesco,Maturi,,--,--,--,,0,1,0
2076,Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,27,8,0
2077,Miranda,Maverick,Fear The,"5' 3""",125 lbs.,"65.0""",Southpaw,11,4,0
2078,Nick,Maximov,,"6' 0""",185 lbs.,"76.0""",Southpaw,7,0,0
2079,Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,Orthodox,7,4,0
2080,Jeremy,May,,"6' 1""",185 lbs.,--,,13,10,0
2081,Jack,May,The Outlaw,"6' 8""",255 lbs.,--,Switch,9,3,0
2082,Don'Tale,Mayes,Lord Kong,"6' 6""",260 lbs.,"81.0""",Orthodox,9,4,0
2083,Gray,Maynard,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,7,1
2084,Brooke,Mayo,The Bully,"5' 7""",125 lbs.,--,,0,1,0
2085,Gina,Mazany,Danger,"5' 6""",125 lbs.,"68.0""",Southpaw,7,5,0
2086,Sabina,Mazo,Colombian Queen,"5' 7""",125 lbs.,"70.0""",Orthodox,9,3,0
2087,Scott,McAfee,,"5' 8""",155 lbs.,--,Orthodox,14,7,0
2088,Bobby,McAndrews,,--,--,--,Orthodox,1,3,0
2089,Michael,McBride,,"6' 1""",155 lbs.,--,Orthodox,8,3,0
2090,Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1
2091,Molly,McCann,Meatball,"5' 4""",125 lbs.,"62.0""",Orthodox,11,4,0
2092,Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,0
2093,Sean,McCorkle,,"6' 7""",265 lbs.,"81.0""",Orthodox,17,7,0
2094,Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",Orthodox,8,5,0
2095,Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"76.0""",Switch,14,5,0
2096,Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0
2097,Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",Orthodox,11,5,2
2098,Robert,McDaniel,Bubba,"6' 3""",185 lbs.,"75.0""",Southpaw,28,10,0
2099,Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,--,Orthodox,1,1,0
2100,Scott,McDonald,,--,--,--,,1,0,0
2101,Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0
2102,Josh,McDonald,,--,185 lbs.,--,,9,5,0
2103,Miles,McDonald,,"5' 7""",115 lbs.,--,,2,1,0
2104,Justin,McElfresh,,"6' 6""",205 lbs.,--,Orthodox,6,4,0
2105,Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",Southpaw,12,7,0
2106,Liam,McGeary,,"6' 6""",205 lbs.,--,,12,2,0
2107,Gan,McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,13,5,0
2108,Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,22,10,0
2109,Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,--,,12,0,1
2110,Ryan,McGivern,,"6' 0""",185 lbs.,--,Orthodox,13,7,0
2111,Jack,McGlaughlin,,--,--,--,Orthodox,1,4,0
2112,Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,0
2113,Greg,McIntyre,,"5' 10""",155 lbs.,--,Orthodox,6,4,0
2114,Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,29,6,2
2115,AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,,8,0,0
2116,Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",Orthodox,10,4,1
2117,Cory,McKenna,The Hobbit,"5' 3""",115 lbs.,"58.0""",Orthodox,6,1,0
2118,Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,0
2119,Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",Switch,16,10,0
2120,Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",Switch,11,3,0
2121,Brian,McLaughlin,,"5' 9""",155 lbs.,--,,6,2,0
2122,Jason,McLean,,"5' 5""",145 lbs.,--,,6,7,0
2123,Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0
2124,Sara,McMann,,"5' 6""",135 lbs.,"66.0""",Orthodox,12,6,0
2125,James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,15,15,0
2126,Charles,McTorry,,--,--,--,,3,0,0
2127,Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,15,37,0
2128,Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,32,12,1
2129,Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,0
2130,Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,19,10,0
2131,Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,,8,5,0
2132,Uros,Medic,The Doctor,"6' 1""",155 lbs.,"71.0""",Southpaw,7,1,0
2133,Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0
2134,Jason,Medina,,"5' 9""",180 lbs.,--,,21,15,1
2135,Emil,Meek,Valhalla,"5' 11""",170 lbs.,"74.0""",Switch,9,5,1
2136,Sanford Alton,Meeks,,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,0
2137,Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,34,14,0
2138,Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0
2139,Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,--,,19,9,0
2140,Miika,Mehmet,,--,205 lbs.,--,Orthodox,3,5,0
2141,Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,0
2142,Bryce,Mejia,,"6' 1""",170 lbs.,--,,3,1,0
2143,Brian,Melancon,,"5' 8""",170 lbs.,--,Orthodox,7,3,0
2144,Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,25,25,0
2145,Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,0
2146,Marcelo,Mello,,"5' 7""",170 lbs.,--,Southpaw,1,0,0
2147,Fabio,Mello,,"5' 5""",155 lbs.,--,Southpaw,11,8,0
2148,Vanessa,Melo,,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,0
2149,Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,0
2150,Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0
2151,Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0
2152,Eddie,Mendez,,"5' 10""",185 lbs.,--,,8,3,1
2153,Luis,Mendoza,,--,155 lbs.,--,,0,1,0
2154,Pietro,Menga,,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0
2155,Alonzo,Menifield,Atomic,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,0
2156,Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0
2157,Dave,Menne,The Warrior,"5' 10""",170 lbs.,--,Orthodox,45,17,2
2158,Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,9,13,2
2159,Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0
2160,Adam,Meredith,,"6' 2""",170 lbs.,--,,5,3,0
2161,Joe,Merritt,,"6' 0""",170 lbs.,--,Orthodox,7,2,0
2162,Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0
2163,Jonathan,Meunier,District,"6' 3""",170 lbs.,--,Switch,8,1,0
2164,Yaotzin,Meza,,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0
2165,Guy,Mezger,,"6' 1""",200 lbs.,--,Orthodox,30,14,2
2166,Brandon,Michaels,,"5' 9""",185 lbs.,--,,4,14,0
2167,Andreas,Michailidis,The Spartan,"6' 0""",185 lbs.,"76.0""",Orthodox,13,5,0
2168,David,Michaud,BullDawg,"5' 9""",155 lbs.,--,Orthodox,11,3,0
2169,Chris,Mickle,,"5' 9""",145 lbs.,--,Orthodox,30,21,2
2170,Zachary,Micklewright,,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0
2171,Kristof,Midoux,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,6,10,0
2172,Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0
2173,Chris,Mierzwiak,,"6' 1""",185 lbs.,--,,5,3,0
2174,Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0
2175,Bojan,Mihajlovic,,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0
2176,Billy,Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,2,2,0
2177,Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2
2178,Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0
2179,Phillip,Miller,,"5' 11""",185 lbs.,--,Orthodox,16,0,0
2180,Jason,Miller,Mayhem,"6' 1""",185 lbs.,--,Orthodox,23,10,0
2181,Dan,Miller,,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0
2182,Jim,Miller,A-10,"5' 8""",155 lbs.,"71.0""",Southpaw,33,16,0
2183,Cole,Miller,Magrinho,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0
2184,Henry,Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,6,16,0
2185,Micah,Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,20,8,0
2186,Aaron,Miller,Blood Spiller,"5' 9""",145 lbs.,--,,14,10,0
2187,Mo,Miller,Moshow,"5' 8""",135 lbs.,"72.0""",Orthodox,6,0,0
2188,Eddy,Millis,,"6' 1""",185 lbs.,--,,0,2,0
2189,Che,Mills,Beautiful,"6' 1""",170 lbs.,"76.0""",Orthodox,16,10,0
2190,Adam,Milstead,The Prototype,"6' 3""",205 lbs.,"76.0""",Orthodox,8,4,0
2191,Alberto,Mina,Soldier of God,"6' 0""",170 lbs.,"77.0""",Orthodox,13,1,0
2192,Vitaly,Minakov,,"6' 2""",249 lbs.,--,,20,0,0
2193,Darrick,Minner,,"5' 7""",145 lbs.,"69.0""",Orthodox,26,13,0
2194,Mike,Minniger,,--,--,--,,0,0,0
2195,Ikuhisa,Minowa,Minowaman,"5' 9""",181 lbs.,--,Orthodox,60,42,8
2196,Carlton,Minus,Clutch,"5' 10""",170 lbs.,"75.0""",Orthodox,10,3,0
2197,Stipe,Miocic,,"6' 4""",240 lbs.,"80.0""",Orthodox,20,4,0
2198,Frank,Mir,,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0
2199,Juan,Miranda,,--,155 lbs.,--,,7,5,0
2200,Mario,Miranda,,"6' 3""",185 lbs.,"74.0""",Orthodox,14,7,0
2201,Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs.,"77.0""",Orthodox,12,5,0
2202,Damir,Mirenic,Wolf,"6' 0""",185 lbs.,--,Orthodox,9,4,0
2203,Kazuo,Misaki,Hitman,"5' 8""",183 lbs.,--,Orthodox,25,11,2
2204,Toby,Misech,2 Quick,"5' 8""",145 lbs.,--,Southpaw,9,5,0
2205,Dokonjonosuke,Mishima,,"5' 7""",155 lbs.,--,Southpaw,21,7,2
2206,Felix Lee,Mitchell,,--,--,--,Orthodox,2,7,0
2207,David,Mitchell,Daudi,"6' 0""",170 lbs.,"75.0""",Orthodox,22,7,0
2208,Danny,Mitchell,The Cheesecake Assassin,"6' 2""",170 lbs.,--,Orthodox,19,9,1
2209,Brad,Mitchell,,"5' 11""",145 lbs.,--,,4,2,0
2210,Clay,Mitchell,,"6' 2""",185 lbs.,--,,1,2,0
2211,Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs.,"70.0""",Southpaw,14,1,0
2212,Maurice,Mitchell,The AK Kid,"5' 9""",145 lbs.,--,Orthodox,11,2,0
2213,Roman,Mitichyan,,"5' 10""",170 lbs.,--,Orthodox,8,3,0
2214,Matt,Mitrione,,"6' 3""",265 lbs.,"82.0""",Switch,12,5,0
2215,Eiji,Mitsuoka,,"5' 7""",145 lbs.,--,Southpaw,18,9,2
2216,Hiromitsu,Miura,,"5' 9""",170 lbs.,"71.0""",Orthodox,12,7,0
2217,Jonathan ,Mix,,"6' 0""",168 lbs.,--,,7,4,0
2218,Tomoya,Miyashita,,"5' 7""",139 lbs.,--,Southpaw,17,9,7
2219,Kazuyuki,Miyata,,"5' 8""",139 lbs.,--,Orthodox,15,9,0
2220,Motoki,Miyazawa,,"5' 11""",168 lbs.,--,Southpaw,7,3,0
2221,Takeya,Mizugaki,,"5' 7""",135 lbs.,"69.0""",Orthodox,21,11,2
2222,Tatsuya,Mizuno,,"6' 1""",205 lbs.,--,Southpaw,16,12,1
2223,Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69.0""",Orthodox,25,20,0
2224,Bobby,Moffett,The Wolfman,"5' 10""",145 lbs.,"73.0""",Orthodox,13,5,0
2225,Bronson,Mohika,,--,135 lbs.,--,,1,1,0
2226,Nate,Mohr,,"5' 9""",155 lbs.,"72.0""",Orthodox,9,7,0
2227,Renato,Moicano,,"5' 11""",155 lbs.,"72.0""",Orthodox,15,4,1
2228,Thiago,Moises,,"5' 9""",155 lbs.,"70.0""",Orthodox,15,6,0
2229,Muhammad,Mokaev,The Punisher,"5' 9""",125 lbs.,--,,6,0,0
2230,Ashkan,Mokhtarian,The Assassin,"5' 6""",125 lbs.,"67.0""",Southpaw,13,3,0
2231,Suman,Mokhtarian,,"5' 8""",145 lbs.,"72.0""",Orthodox,8,5,0
2232,Dan,Molina,,"5' 10""",216 lbs.,--,,13,9,0
2233,Jeff,Molina,El Jefe,"5' 6""",125 lbs.,"69.0""",Orthodox,10,2,0
2234,Rudyard,Moncayo,,"5' 10""",195 lbs.,--,Orthodox,0,3,0
2235,Hidetaka,Monma,,"6' 0""",168 lbs.,--,Orthodox,18,11,4
2236,Jeff,Monson,The Snowman,"5' 9""",247 lbs.,"74.0""",Orthodox,60,26,1
2237,Darrell,Montague,Mongoose,"5' 6""",125 lbs.,"67.0""",Southpaw,13,5,0
2238,Andrew,Montanez,,--,185 lbs.,--,,9,12,1
2239,Augusto,Montano,Dodger,"6' 1""",170 lbs.,"73.0""",Orthodox,15,3,0
2240,Erick,Montano,Perry,"6' 0""",170 lbs.,"73.0""",Orthodox,7,5,0
2241,Nicco,Montano,,"5' 5""",135 lbs.,"65.0""",Southpaw,5,3,0
2242,Alberto,Montes,The Promise,"5' 7""",135 lbs.,--,,4,0,0
2243,Steve,Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,9,5,0
2244,James,Moontasri,Moon Walker,"5' 10""",170 lbs.,"71.0""",Switch,9,5,0
2245,Homer,Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,26,9,2
2246,Todd,Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0
2247,Nate,Moore,,"6' 0""",170 lbs.,--,,8,4,0
2248,Dustin,Moore,,"5' 4""",125 lbs.,--,,0,2,0
2249,Taylor,Moore,,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0
2250,Sergio,Moraes,The Panther,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1
2251,Marlon,Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,23,9,1
2252,Sheymon,Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0
2253,John,Moraga,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0
2254,Ricardo,Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,10,4,1
2255,Leonardo,Morales,Chimy,"5' 8""",135 lbs.,--,Southpaw,6,2,0
2256,Albert,Morales,The Warrior,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1
2257,Joseph,Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0
2258,Vince,Morales,Vandetta,"5' 7""",135 lbs.,"70.0""",Orthodox,11,5,0
2259,Omar,Morales,Venezuelan Fighter,"5' 11""",145 lbs.,"73.0""",Orthodox,11,2,0
2260,Michael,Morales,,"6' 0""",170 lbs.,"79.0""",Orthodox,13,0,0
2261,Sarah,Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0
2262,Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0
2263,Joe,Moreira,,"5' 11""",195 lbs.,--,Southpaw,2,2,0
2264,Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7,4,0
2265,Gisele,Moreira,,"5' 6""",135 lbs.,--,Orthodox,8,3,0
2266,Vinicius,Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0
2267,Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0
2268,Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,19,6,2
2269,Mike,Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6,5,0
2270,Dan,Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0
2271,Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0
2272,Peggy,Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4,4,0
2273,Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,21,7,0
2274,Maryna,Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,10,3,0
2275,Sergey,Morozov,,"5' 6""",135 lbs.,"67.0""",Orthodox,17,4,0
2276,Brad,Morris,,"6' 2""",205 lbs.,--,Orthodox,10,6,0
2277,Scott,Morris,,"5' 10""",210 lbs.,--,Orthodox,2,1,0
2278,Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20,12,0
2279,Jack,Morrison,,"5' 11""",205 lbs.,--,,0,3,0
2280,Harry,Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6,12,0
2281,Juan,Mott,,"6' 0""",190 lbs.,--,Switch,3,4,0
2282,Nikolas,Motta,Iron,"5' 9""",155 lbs.,"70.0""",Orthodox,12,3,0
2283,Flavio Luiz,Moura,,"5' 11""",183 lbs.,--,Open Stance,19,7,0
2284,Gegard,Mousasi,,"6' 2""",185 lbs.,"76.0""",Orthodox,42,6,2
2285,Kris,Moutinho,,"5' 7""",135 lbs.,"68.0""",Southpaw,9,5,0
2286,Kin,Moy,Kong,"5' 5""",135 lbs.,--,,8,3,0
2287,Jamie,Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0
2288,Askar,Mozharov,No Mercy,"6' 3""",205 lbs.,--,,21,8,0
2289,Garrett,Mueller,,"5' 9""",135 lbs.,--,,3,3,0
2290,Lauren,Mueller,Princess Tiger,"5' 5""",125 lbs.,"67.0""",Orthodox,5,3,0
2291,Belal,Muhammad,Remember the Name,"5' 11""",170 lbs.,"72.0""",Orthodox,20,3,0
2292,Fazlo,Mulabitinovic,,--,135 lbs.,--,,4,2,0
2293,Quinn,Mulhern,,"6' 3""",155 lbs.,--,Orthodox,18,4,0
2294,James,Mulheron,,"5' 10""",243 lbs.,"73.0""",Orthodox,11,2,0
2295,Jamie,Mullarkey,,"6' 0""",155 lbs.,"74.0""",Orthodox,14,4,0
2296,Jim,Mullen,,"6' 1""",215 lbs.,--,Southpaw,0,2,0
2297,Pedro,Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65.0""",Orthodox,19,7,0
2298,Andre,Muniz,Sergipano,"6' 1""",185 lbs.,"78.0""",Southpaw,22,4,0
2299,Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71.0""",Orthodox,14,6,0
2300,Alexander,Munoz,,"5' 9""",155 lbs.,"72.0""",Switch,6,2,0
2301,Johnny,Munoz,Kid Kvenbo,"5' 9""",135 lbs.,"71.0""",Orthodox,11,1,0
2302,Andy,Murad,The Tooth Fairy,"5' 9""",185 lbs.,--,,15,2,0
2303,Olivier,Murad,Warrior of God,"5' 10""",145 lbs.,"72.0""",Southpaw,6,0,0
2304,Makhmud,Muradov,Mach,"6' 2""",185 lbs.,"75.0""",Orthodox,25,7,0
2305,Kazunari,Murakami,,"6' 1""",220 lbs.,--,Orthodox,5,5,0
2306,Ryuichi,Murata,,"5' 8""",183 lbs.,--,Orthodox,8,3,1
2307,Kanako,Murata,,"5' 1""",115 lbs.,"62.0""",Orthodox,12,2,0
2308,Vince,Murdock,,"5' 6""",145 lbs.,"64.0""",Orthodox,12,4,0
2309,Tom,Murphy,,"6' 2""",227 lbs.,--,Southpaw,8,0,0
2310,Ian,Murphy,,"6' 1""",185 lbs.,--,Orthodox,1,1,0
2311,Jon,Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6,4,0
2312,Lauren,Murphy,Lucky,"5' 5""",125 lbs.,"67.0""",Orthodox,15,5,0
2313,Patrick,Murphy,,"6' 0""",170 lbs.,--,,5,3,0
2314,Lerone,Murphy,The Miracle,"5' 9""",145 lbs.,"73.0""",Orthodox,11,0,1
2315,Lee,Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8,2,1
2316,Jesse,Murray,Hollywood,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0
2317,Khalid,Murtazaliev,,"6' 0""",185 lbs.,"76.0""",Orthodox,14,2,0
2318,Azamat,Murzakanov,The Professional,"5' 10""",225 lbs.,"71.0""",Southpaw,10,0,0
2319,Nicholas,Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0
2320,Andre,Mussi,,"6' 3""",242 lbs.,--,Orthodox,11,5,0
2321,Magomed,Mustafaev,The Sniper,"5' 8""",155 lbs.,"71.0""",Orthodox,14,4,0
2322,Max,Mustaki,,"6' 0""",155 lbs.,--,Orthodox,6,3,0
2323,Elvis,Mutapcic,The King,"6' 0""",185 lbs.,"72.0""",Orthodox,15,6,1
2324,Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6,3,0
2325,Ho Bae,Myeon,,"5' 11""",168 lbs.,--,Orthodox,13,5,1
2326,Na,Liang,The Dragon Girl,"5' 5""",115 lbs.,"67.0""",Orthodox,15,5,0
2327,Katsuhiko,Nagata,,"5' 7""",154 lbs.,--,Southpaw,6,7,3
2328,Yuji,Nagata,,"6' 0""",225 lbs.,--,Orthodox,0,2,0
2329,Greg,Nagy,,"6' 1""",210 lbs.,--,Orthodox,1,3,0
2330,Logan,Nail,,--,185 lbs.,--,,1,1,0
2331,Muhammad,Naimov,Hillman,"5' 9""",145 lbs.,"70.0""",Orthodox,5,1,0
2332,Yukiya,Naito,,"6' 1""",205 lbs.,--,Orthodox,15,6,2
2333,Andrews,Nakahara,,"6' 1""",185 lbs.,--,Orthodox,5,4,2
2334,Rin,Nakai,,"5' 1""",135 lbs.,--,Orthodox,19,2,1
2335,Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,21,13,0
2336,Keita,Nakamura,K-Taro,"5' 11""",170 lbs.,"73.0""",Southpaw,34,10,2
2337,Daisuke,Nakamura,,"5' 7""",154 lbs.,--,Orthodox,28,19,1
2338,Yusaku,Nakamura,,"5' 5""",145 lbs.,--,,14,4,1
2339,Jutaro,Nakao,,"5' 9""",170 lbs.,--,Southpaw,25,19,4
2340,Yoshihiro,Nakao,Kiss,"6' 0""",220 lbs.,--,Southpaw,9,3,0
2341,Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,18,8,1
2342,Tyson,Nam,,"5' 7""",125 lbs.,"68.0""",Orthodox,20,12,1
2343,Rose,Namajunas,Thug,"5' 5""",115 lbs.,"65.0""",Orthodox,12,4,0
2344,Yasuhito,Namekawa,,"5' 9""",205 lbs.,--,Orthodox,25,16,4
2345,Nad,Narimani,Smiler,"5' 8""",145 lbs.,"70.0""",Orthodox,12,4,0
2346,Roger,Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,8,3,0
2347,Fabio,Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,11,6,0
2348,Allan,Nascimento,Puro Osso,"5' 8""",125 lbs.,"69.0""",Orthodox,17,6,0
2349,Rodrigo,Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80.0""",Orthodox,9,1,0
2350,Bobby,Nash,,"6' 0""",170 lbs.,"74.0""",Orthodox,8,4,0
2351,Reza,Nasri,,"5' 11""",205 lbs.,--,Orthodox,0,1,0
2352,Nasrudin,Nasrudinov,,"6' 0""",205 lbs.,"71.0""",Orthodox,9,1,0
2353,Pawel,Nastula,,"6' 0""",230 lbs.,--,Southpaw,5,6,0
2354,Rafael,Natal,Sapo,"6' 0""",185 lbs.,"77.0""",Orthodox,21,9,1
2355,Kevin,Natividad,Quicksand,"5' 6""",145 lbs.,"70.0""",Orthodox,9,3,0
2356,Ismail,Naurdiev,The Austrian Wonderboy,"5' 10""",170 lbs.,"74.0""",Orthodox,19,4,0
2357,Danny,Navarro,,"5' 10""",155 lbs.,--,,17,7,0
2358,Marcio,Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14,14,0
2359,Tafon,Nchukwi,Da Don,"6' 0""",205 lbs.,"77.0""",Orthodox,6,1,0
2360,Dustin,Neace,The Beast,"5' 9""",145 lbs.,--,,25,21,1
2361,Josh,Neal,,"6' 0""",185 lbs.,--,,5,11,0
2362,Joe,Neal,Nine Lives,"5' 6""",135 lbs.,--,,6,2,0
2363,Geoff,Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,14,4,0
2364,Stanislav,Nedkov,Stucky,"5' 11""",205 lbs.,"71.0""",Orthodox,12,2,0
2365,Josh,Neer,The Dentist,"5' 11""",170 lbs.,"72.0""",Orthodox,36,16,1
2366,Nicolae,Negumereanu,,"6' 0""",205 lbs.,"78.0""",Orthodox,11,1,0
2367,Steve,Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,2,1,0
2368,Shane,Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,16,7,0
2369,Roy,Nelson,Big Country,"6' 0""",263 lbs.,"73.0""",Orthodox,22,14,0
2370,Gunnar,Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,17,5,1
2371,Kyle,Nelson,The Monster,"5' 11""",155 lbs.,"71.0""",Switch,13,4,0
2372,Lissette,Neri,,"5' 2""",145 lbs.,--,,6,4,0
2373,Mario,Neto,Sukata,"6' 0""",229 lbs.,--,Orthodox,13,5,0
2374,Antonio Braga,Neto,,"6' 3""",185 lbs.,"77.0""",Orthodox,9,3,0
2375,Julio Cesar,Neves Jr.,Morceguinho,"5' 8""",145 lbs.,--,,33,1,0
2376,Nick,Newell,Notorious,"5' 10""",155 lbs.,--,Southpaw,14,2,0
2377,Journey,Newson,,"5' 5""",135 lbs.,"67.0""",Orthodox,9,3,0
2378,Jeff,Newton,,"6' 2""",205 lbs.,--,Sideways,4,2,0
2379,Carlos,Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,16,14,0
